id,flag,gdr_cd,age,mrg_situ_cd,acdm_deg_cd,job_year,ic_ind,fr_or_sh_ind,dnl_mbl_bnk_ind,dnl_bind_cmb_lif_ind,hav_car_grp_ind,hav_hou_grp_ind,l6mon_agn_ind,frs_agn_dt_cnt,vld_rsk_ases_ind,fin_rsk_ases_grd_cd,confirm_rsk_ases_lvl_typ_cd,cust_inv_rsk_endu_lvl_cd,l6mon_daim_aum_cd,tot_ast_lvl_cd,pot_ast_lvl_cd,bk1_cur_year_mon_avg_agn_amt_cd,l12mon_buy_fin_mng_whl_tms,l12_mon_fnd_buy_whl_tms,l12_mon_insu_buy_whl_tms,l12_mon_gld_buy_whl_tms,loan_act_ind,pl_crd_lmt_cd,ovd_30d_loan_tot_cnt,his_lng_ovd_day,hld_crd_card_grd_cd,crd_card_act_ind,l1y_crd_card_csm_amt_dlm_cd,perm_crd_lmt_cd,cur_debit_cnt,cur_credit_cnt,cur_debit_min_opn_dt_cnt,cur_credit_min_opn_dt_cnt,cur_debit_crd_lvl
U250FBF,0,M,27,A,Z,0,0,0,1,1,1,0,0,1132,0,-1,1,1,1,-1,4,0,0,0,0,0,0,0,0,0,20,1,5,4,3,2,1873,1872,10
UDA2937,0,F,30,A,30,0,0,0,0,1,0,0,0,593,1,1,1,1,1,-1,3,0,0,0,0,0,0,0,0,0,20,0,1,5,2,2,1895,1596,10
U4B87CF,1,F,34,B,31,0,0,0,1,1,1,0,0,-1,0,-1,-1,1,1,-1,3,0,0,0,0,0,0,0,0,0,20,1,5,6,1,2,1897,4474,10
U2EC91D,0,M,31,A,30,1,0,0,1,1,0,0,0,-1,0,-1,-1,1,0,1,-1,0,0,0,0,0,0,0,0,0,10,1,4,7,2,1,1986,1986,10
U62580E,0,M,34,A,G,0,0,0,1,1,0,0,0,-1,0,-1,-1,1,1,2,6,0,0,0,0,0,0,0,0,0,10,0,0,4,1,1,2000,1999,10
U9647B2,1,M,28,A,G,0,0,0,1,1,1,1,1,440,0,-1,-1,1,1,4,6,1,0,0,0,0,1,4,2,89,20,1,5,6,4,1,1767,1629,20
UFF5572,1,M,28,A,31,1,0,0,0,0,1,0,0,-1,0,-1,-1,1,0,2,6,0,0,0,0,0,0,0,0,0,20,1,3,3,1,1,2022,1152,10
U72920F,0,F,28,A,30,2,0,0,1,1,1,0,1,1179,1,2,2,1,1,2,4,4,0,0,0,0,0,0,0,0,10,0,4,4,2,1,2046,1419,20
UD8E3B2,0,M,25,A,Z,0,0,0,1,1,0,0,0,-1,0,-1,-1,1,0,1,6,0,0,0,0,0,0,0,0,0,20,1,5,7,1,3,2053,1879,10
U543BBD,0,F,32,A,31,0,0,0,1,1,1,0,0,1193,0,-1,-1,1,0,2,6,0,0,0,0,0,0,0,0,0,35,1,5,7,1,4,2100,2099,10
U7A3568,0,M,32,A,30,1,0,0,1,1,0,0,0,-1,0,-1,-1,1,0,-1,-1,0,0,0,0,0,0,0,0,0,10,1,3,6,1,2,2108,2107,10
U7C5574,1,M,29,A,G,0,0,0,1,1,1,0,1,335,0,-1,-1,7,1,2,2,2,0,0,0,0,1,3,0,1,20,1,5,7,5,2,2463,1921,10
U70235D,0,F,33,A,31,0,0,1,1,1,0,0,0,-1,0,-1,-1,1,0,-1,6,0,0,0,0,0,0,0,0,0,20,1,5,6,1,2,2871,2582,10
UF755FA,1,F,31,A,G,1,0,0,0,1,0,0,0,-1,0,-1,2,1,1,3,5,0,0,0,0,0,0,0,0,0,10,1,3,2,2,1,3797,829,10
UC7717A,0,F,39,B,31,2,0,1,1,1,1,0,0,-1,0,-1,-1,1,0,-1,-1,0,0,0,0,0,0,0,0,0,10,1,3,3,0,1,-1,2306,0
U545EDF,0,M,35,B,30,4,0,0,1,1,0,0,0,-1,0,-1,3,1,2,2,4,0,0,0,0,0,0,0,0,0,20,1,3,3,2,1,3315,685,20
UC417AE,1,F,35,B,31,0,0,0,1,1,0,0,0,-1,0,-1,1,1,0,1,6,0,0,0,0,0,0,0,0,0,10,0,3,5,2,1,4690,1092,10
U3C6CCD,1,M,41,B,30,0,0,1,1,1,1,0,0,265,1,2,-1,1,3,-1,3,0,0,2,0,0,1,4,0,14,20,1,5,8,5,2,3813,3833,20
U9870B8,1,M,50,B,G,1,0,0,1,1,1,0,0,-1,0,-1,-1,1,1,6,5,0,0,0,0,0,0,0,0,0,10,1,1,1,4,1,4799,4564,10
U0BE21D,0,M,31,A,30,0,0,0,1,0,0,0,0,-1,0,-1,-1,1,1,-1,6,0,0,0,0,0,1,0,1,631,-1,0,0,7,4,1,2522,2343,20
UFF0CF7,0,M,33,A,30,0,0,0,1,0,1,0,1,82,0,-1,-1,1,1,2,5,3,0,0,0,0,0,0,0,0,10,1,4,5,2,1,2579,1630,20
UC76C46,1,M,42,B,G,5,0,1,0,1,0,0,0,-1,0,-1,-1,1,0,-1,6,0,0,0,0,0,0,0,0,0,10,0,0,8,3,1,3593,3590,20
U4EED19,1,M,32,A,30,0,0,0,1,1,1,0,1,1134,0,-1,-1,1,1,-1,6,4,0,0,0,0,0,0,0,0,20,1,4,7,2,2,2768,2394,10
U75C385,1,F,29,B,G,1,0,0,1,1,0,0,1,259,1,1,1,1,1,-1,6,4,0,0,0,0,1,4,2,61,20,0,3,4,4,2,2253,901,10
UC1DE6B,1,M,30,A,31,0,0,0,1,0,1,0,0,-1,0,-1,-1,1,0,-1,-1,0,0,0,0,0,0,0,0,0,20,1,3,4,0,3,-1,2891,0
U332958,1,F,32,A,30,1,0,0,1,1,1,0,0,1172,0,-1,1,1,1,-1,6,0,0,0,0,0,0,0,0,0,10,1,5,7,2,1,3037,2799,20
U4091E2,1,M,34,B,G,1,0,0,1,1,1,0,0,-1,0,-1,-1,1,1,2,5,0,0,0,0,0,0,0,0,0,10,1,5,4,1,2,3959,1186,10
U1F3DBF,1,F,30,B,G,1,0,0,0,1,1,0,0,-1,0,-1,-1,1,0,-1,6,0,0,0,0,0,0,0,0,0,20,0,1,1,1,1,2445,279,10
UFF4508,1,M,36,B,30,0,0,0,1,1,0,0,1,1278,1,1,1,1,1,4,4,3,0,0,0,0,0,0,0,0,20,1,5,4,1,2,2134,3529,20
U778B65,1,M,33,A,31,0,0,1,1,1,1,0,0,1098,0,-1,1,1,1,-1,2,0,0,0,0,0,0,0,0,0,25,1,5,8,5,5,1481,1400,40
U62DEC8,1,M,50,B,31,14,0,1,1,1,1,0,0,-1,0,-1,-1,1,0,-1,6,0,0,0,0,0,0,0,0,0,20,1,4,6,2,2,3043,2660,20
UCA7B91,0,F,32,A,31,1,0,1,1,1,0,0,1,631,0,-1,-1,1,1,-1,3,3,0,0,0,0,0,0,0,0,10,1,3,6,1,1,3399,2552,10
U7EDB27,1,M,58,B,G,36,0,0,1,0,0,0,1,1201,0,-1,-1,1,3,-1,4,3,0,0,0,0,0,0,0,0,10,1,3,3,1,1,3793,1579,20
UD9D8FC,0,M,28,A,G,0,0,0,1,1,1,0,1,1085,0,-1,-1,1,1,-1,3,2,0,0,0,0,0,0,0,0,20,1,4,5,3,2,2491,2344,20
UAC6784,1,F,36,A,G,2,0,0,1,1,0,0,0,-1,0,-1,-1,1,0,-1,6,0,0,0,0,0,0,0,0,0,20,1,5,7,1,3,3363,3103,10
U827431,1,F,37,A,31,4,0,0,1,1,1,0,0,1218,0,-1,5,1,3,2,3,0,0,0,0,0,0,0,0,0,20,1,5,5,5,1,5839,1016,20
U1C804E,1,M,31,A,G,1,0,0,0,0,0,0,0,-1,0,-1,-1,1,0,-1,6,0,0,0,0,0,0,0,0,0,20,1,2,2,1,2,12,669,10
U6DC356,1,M,37,A,31,1,0,1,1,1,1,0,0,782,0,-1,-1,1,1,1,6,0,0,0,0,0,1,3,1,133,10,1,5,7,3,1,3261,4625,20
U35CC43,1,F,46,B,31,20,0,1,0,1,1,0,0,-1,0,-1,-1,1,1,-1,5,0,0,0,0,0,0,0,0,0,20,1,3,3,3,1,4405,865,10
UC34112,1,F,34,A,31,4,0,0,0,1,1,0,0,-1,0,-1,-1,1,0,-1,-1,0,0,0,0,0,0,0,0,0,10,1,4,6,0,1,-1,2422,0
UDE0A83,1,M,51,B,G,0,0,0,1,1,0,0,0,1247,0,-1,-1,1,0,2,6,0,0,0,0,0,0,0,0,0,20,0,3,1,2,2,2818,1265,10
UED63A4,1,F,31,A,31,4,0,1,0,1,1,0,0,-1,0,-1,-1,1,0,-1,6,0,0,0,0,0,0,0,0,0,10,0,1,2,1,1,2431,2750,10
U80226A,1,M,43,A,F,0,0,1,1,1,1,0,0,1186,0,-1,3,1,1,-1,5,0,0,0,0,0,0,0,0,0,10,0,2,4,2,1,2793,1494,20
UDA013F,0,M,37,A,G,2,0,1,1,1,1,0,0,1278,0,-1,-1,1,1,3,2,0,0,0,0,0,0,0,0,0,10,1,4,7,2,1,4202,4199,20
UD0D782,1,M,26,A,G,3,0,0,1,1,0,0,0,758,0,-1,2,1,1,3,5,0,0,0,0,0,0,0,0,0,20,1,2,1,3,1,2267,2057,20
U7C7EE8,0,M,26,A,31,0,0,0,1,1,0,0,0,-1,0,-1,-1,1,1,-1,2,0,0,0,0,0,0,0,0,0,10,1,5,7,1,2,2345,2008,20
U06DC1A,1,F,42,B,Z,8,0,0,1,1,1,0,0,-1,0,-1,-1,1,1,3,5,0,0,0,0,0,0,0,0,0,20,1,4,4,1,1,3928,4139,10
U36E830,0,M,53,B,31,3,1,1,1,1,1,1,0,-1,0,-1,-1,1,1,-1,2,0,0,0,0,0,1,0,0,10,20,1,5,8,1,2,1956,3590,10
UF6620A,1,M,29,A,31,1,0,0,1,1,0,0,0,1111,0,-1,-1,1,1,2,6,0,0,0,0,0,0,0,0,0,20,1,3,3,2,1,2229,713,20
U36C3AC,1,M,34,A,G,2,0,0,1,1,1,0,1,1176,1,2,-1,1,1,-1,2,2,0,0,0,0,0,0,0,0,10,1,5,7,1,1,1456,2384,20
U9431E7,1,M,40,B,31,2,0,0,0,1,0,0,0,-1,0,-1,-1,1,0,-1,6,0,0,0,0,0,0,0,0,0,20,1,3,5,1,1,5221,4352,10
U0347E0,1,F,31,A,31,0,0,0,1,1,0,0,1,675,0,-1,-1,1,1,-1,5,2,0,0,0,0,0,0,0,0,10,1,2,4,1,1,2897,844,10
U2CC83A,1,M,36,A,G,0,0,0,1,1,0,0,0,-1,0,-1,-1,1,1,10,3,0,0,0,0,0,1,4,0,6,10,0,0,5,2,1,2072,1175,10
U72B08E,1,M,39,B,31,0,0,1,1,1,1,0,0,-1,0,-1,-1,1,1,-1,6,0,0,0,0,0,0,0,0,0,10,1,5,7,3,1,3932,2041,20
U0AFA56,1,M,49,A,31,2,1,1,1,1,1,1,0,-1,0,-1,-1,1,2,-1,3,0,0,0,0,0,1,0,1,31,20,1,4,7,1,1,2778,5994,20
U2FC05C,1,F,28,A,31,0,0,0,0,1,0,0,0,-1,0,-1,-1,1,0,-1,6,0,0,0,0,0,0,0,0,0,10,1,4,5,1,1,3156,1879,10
U1A8C2A,1,M,38,A,Z,0,0,1,1,1,1,0,0,-1,0,-1,-1,1,0,-1,6,0,0,0,0,0,0,0,0,0,10,0,4,8,1,1,3231,3225,10
U489B08,1,M,45,Z,31,20,0,0,0,1,0,0,0,-1,0,-1,-1,1,0,-1,-1,0,0,0,0,0,0,0,0,0,10,1,2,2,0,1,-1,406,0
U00BEE5,1,M,49,B,G,17,0,0,1,1,0,0,0,-1,0,-1,-1,1,0,-1,-1,0,0,0,0,0,0,0,0,0,10,0,3,3,0,1,-1,4199,0
U9227B3,0,M,49,B,G,0,0,0,0,0,1,0,0,-1,0,-1,-1,1,0,-1,-1,0,0,0,0,0,0,0,0,0,10,1,4,3,1,2,4396,300,10
U861310,0,M,43,B,31,2,0,0,1,1,0,0,0,503,0,-1,-1,1,1,-1,6,0,0,0,0,0,0,0,0,0,20,1,3,1,2,1,536,189,10
U035C16,1,M,33,B,G,10,0,0,1,1,1,0,0,-1,0,-1,-1,1,1,-1,6,0,0,0,0,0,0,0,0,0,20,1,3,2,1,1,2770,439,20
U081420,1,F,27,A,G,0,0,0,1,1,1,0,0,-1,0,-1,-1,1,1,-1,5,0,0,0,0,0,0,0,0,0,20,0,4,3,1,3,2635,929,10
UE342AF,0,F,40,B,30,0,0,0,1,1,0,0,0,-1,0,-1,-1,1,0,-1,6,0,0,0,0,0,0,0,0,0,10,1,4,6,3,1,7074,1501,20
U5FD610,0,M,26,A,G,0,0,0,1,1,0,0,0,-1,1,3,3,1,1,-1,3,0,0,0,0,0,0,0,0,0,20,1,4,5,1,3,610,1241,10
U7E87B1,1,M,35,A,30,1,0,0,1,1,1,0,0,1182,1,1,-1,1,1,-1,6,0,0,0,0,0,0,0,0,0,10,1,4,6,2,1,3410,3287,10
U25148C,1,M,32,A,G,1,0,0,1,1,1,0,0,1180,0,-1,-1,1,1,1,2,0,0,0,0,0,0,0,0,0,20,1,5,7,2,1,3371,2341,20
U4C6981,1,F,39,B,30,9,0,0,1,1,0,0,0,1193,0,-1,2,1,1,7,2,0,0,0,0,0,0,0,0,0,10,1,3,8,2,1,3290,4413,20
U44434A,1,M,34,A,G,2,0,0,1,1,0,0,0,-1,0,-1,-1,1,0,-1,-1,0,0,0,0,0,0,0,0,0,10,1,3,2,0,1,-1,2538,0
U7E8A52,0,M,58,B,31,0,0,1,0,1,1,0,0,-1,0,-1,-1,1,0,-1,-1,0,0,0,0,0,0,0,0,0,10,0,5,7,0,1,-1,2440,0
UAD0971,1,M,31,A,31,0,0,0,1,1,1,0,0,-1,0,-1,-1,1,0,-1,-1,0,0,0,0,0,0,0,0,0,10,0,3,3,2,1,2295,2294,10
U63E662,1,F,31,A,G,2,0,1,1,1,1,0,1,77,1,2,-1,1,1,-1,4,3,0,1,0,0,0,0,0,0,10,1,4,6,2,1,1748,1742,10
U87214A,1,M,33,A,Z,0,0,0,1,1,0,0,0,-1,0,-1,-1,1,0,-1,6,0,0,0,0,0,0,0,0,0,20,1,5,5,1,4,3562,2573,10
U1FF10D,1,M,32,A,31,0,0,0,1,1,1,0,1,77,0,-1,-1,1,1,2,5,4,0,0,0,0,0,0,0,0,10,0,4,4,1,1,2238,2237,10
U93063C,1,M,39,B,30,4,0,0,1,1,0,0,0,-1,0,-1,2,1,1,-1,6,0,0,0,0,0,0,0,0,0,10,1,2,3,2,1,740,740,10
U7C1020,0,M,31,B,31,3,0,1,0,1,0,0,0,-1,0,-1,-1,1,0,5,6,0,0,0,0,0,0,0,0,0,10,0,0,8,2,1,3818,2000,10
U8ABAC3,1,M,39,A,31,6,0,1,1,1,1,0,0,-1,0,-1,2,1,0,3,6,0,0,0,0,0,0,0,0,0,10,1,5,7,2,2,2257,2256,10
U2B3715,1,M,40,B,31,0,0,1,1,1,1,0,0,-1,0,-1,-1,1,0,3,6,0,0,0,0,0,0,0,0,0,10,0,3,7,2,1,5832,4108,10
U106A62,1,M,26,A,G,0,0,0,1,1,0,0,0,584,0,-1,-1,1,1,2,2,0,0,0,0,0,0,0,0,0,20,1,5,7,1,4,2314,1628,20
UF891C5,1,M,27,A,31,0,0,1,1,1,1,0,0,381,1,1,1,1,0,-1,6,0,0,0,0,0,0,0,0,0,10,1,5,7,3,1,2882,1699,10
U0B5B49,1,M,34,A,31,2,0,0,1,1,1,0,0,387,0,-1,-1,8,3,-1,6,0,0,0,0,0,1,3,0,28,20,1,5,7,5,2,3994,2854,10
UE9F0DE,1,M,41,A,30,17,0,0,1,1,0,0,1,1278,0,-1,4,1,2,5,2,4,0,0,0,0,1,5,1,52,20,1,4,7,5,2,6397,4748,40
U1818CC,1,F,33,Z,F,1,0,0,1,1,0,0,0,-1,0,-1,-1,1,0,1,-1,0,0,0,0,0,0,0,0,0,20,1,1,2,0,2,-1,199,0
UE0537E,1,M,34,A,30,1,1,1,1,1,1,0,0,-1,0,-1,-1,1,2,4,2,0,0,0,0,0,1,3,6,84,10,1,5,8,5,3,3394,3378,10
UD63347,1,M,40,B,31,3,0,0,1,1,1,0,0,-1,1,3,3,1,2,-1,6,0,0,0,0,0,0,0,0,0,10,1,2,1,2,1,690,690,20
U6D0756,0,M,40,B,G,10,0,0,0,1,1,0,0,-1,0,-1,-1,1,0,1,-1,0,0,0,0,0,0,0,0,0,10,1,4,7,0,1,-1,2516,0
U611B5A,0,M,32,A,Z,0,0,0,1,1,1,0,0,1218,1,2,4,1,2,2,3,0,0,0,0,1,1,3,0,0,10,1,5,7,4,2,2589,1340,20
UC151DE,0,M,29,B,31,4,0,0,0,1,0,0,0,-1,0,-1,-1,1,1,-1,5,0,0,0,0,0,0,0,0,0,20,1,4,4,1,1,3044,986,10
UD2283F,0,F,31,B,31,16,0,0,0,1,1,0,0,-1,0,-1,-1,1,0,-1,-1,0,0,0,0,0,0,0,0,0,10,1,3,1,1,1,2582,326,10
U27A085,1,F,32,B,G,0,0,0,0,1,0,0,0,-1,0,-1,-1,1,0,-1,-1,0,0,0,0,0,0,0,0,0,20,1,5,7,0,3,-1,2368,0
U8AFA25,0,M,33,B,G,1,0,0,0,1,0,0,0,-1,0,-1,-1,1,0,-1,6,0,0,0,0,0,0,0,0,0,10,1,2,3,1,1,3339,1186,20
U41DC27,1,M,32,B,30,0,0,0,1,1,0,0,0,-1,0,-1,-1,1,0,-1,-1,0,0,0,0,0,0,0,0,0,20,1,3,2,1,1,36,2588,10
U844AFF,1,M,34,B,30,0,0,1,1,1,1,0,0,-1,0,-1,1,8,2,-1,2,0,0,0,0,0,0,0,0,0,35,1,5,7,1,2,703,3409,10
U016D21,0,M,46,Z,30,1,0,0,0,0,0,0,0,-1,0,-1,-1,1,0,-1,-1,0,0,0,0,0,0,0,0,0,10,1,3,5,0,1,-1,4686,0
UF537A3,0,M,43,A,31,1,0,1,1,1,0,0,0,-1,0,-1,-1,1,1,-1,5,0,0,0,0,0,0,0,0,0,10,0,0,5,1,1,2411,1393,10
UDDF5EB,0,M,41,B,Z,1,0,1,1,1,1,0,0,-1,0,-1,-1,1,1,-1,2,0,0,0,0,0,0,0,0,0,20,1,5,8,1,2,1925,1922,10
U3F40C9,1,M,39,B,31,1,0,0,1,1,1,0,0,592,0,-1,1,1,0,-1,6,0,0,0,0,0,0,0,0,0,10,1,4,7,2,1,5408,2579,10
U217337,0,F,42,A,G,1,0,1,1,1,0,0,0,-1,0,-1,-1,1,1,-1,2,0,0,0,0,0,0,0,0,0,10,1,3,8,2,1,2057,2058,10
U400138,1,F,35,B,G,3,0,0,0,1,0,0,0,-1,0,-1,-1,1,0,-1,-1,0,0,0,0,0,0,0,0,0,10,1,3,3,0,2,-1,3287,0
U4439AB,0,M,33,A,G,1,0,0,1,1,1,0,0,-1,0,-1,-1,1,1,2,2,0,0,0,0,0,0,0,0,0,10,0,2,8,3,1,4458,2378,10
UFACF19,0,M,39,Z,31,0,0,1,1,1,1,0,0,-1,0,-1,-1,1,0,-1,-1,0,0,0,0,0,0,0,0,0,35,1,5,7,0,2,-1,2214,0
UB37AC7,0,F,32,A,G,0,0,0,1,1,1,0,0,-1,0,-1,-1,1,1,-1,3,0,0,0,0,0,0,0,0,0,10,1,5,6,2,3,2271,2247,20
U5F2A08,0,M,38,A,31,2,0,0,0,1,0,0,0,-1,0,-1,-1,1,0,-1,6,0,0,0,0,0,0,0,0,0,10,1,3,4,1,1,5212,3044,10
U5A24BC,1,F,35,A,G,3,0,1,0,0,0,0,0,-1,0,-1,-1,1,0,-1,6,0,0,0,0,0,0,0,0,0,10,0,0,8,1,1,2707,2694,20
U7B0448,0,M,32,B,G,0,0,1,1,1,1,0,0,-1,0,-1,1,1,1,-1,4,0,0,0,0,0,0,0,0,0,20,1,4,7,1,5,1067,928,10
UB10AA9,1,F,36,A,31,8,0,0,1,1,0,0,0,-1,0,-1,-1,1,0,-1,-1,0,0,0,0,0,0,0,0,0,10,1,3,7,0,1,-1,1867,0
U0F04B8,1,F,37,A,31,1,0,1,1,1,1,0,0,-1,0,-1,-1,5,3,-1,6,0,0,0,0,0,0,0,0,0,10,1,5,7,2,1,5843,4474,20
U84E5A4,0,M,30,B,G,9,0,0,0,1,0,0,0,-1,0,-1,-1,1,0,-1,6,0,0,0,0,0,0,0,0,0,20,1,3,3,1,1,3358,523,20
U1289EC,1,M,34,A,31,0,0,0,1,1,1,0,0,892,0,-1,2,1,1,-1,5,0,0,0,0,0,0,0,0,0,20,1,3,2,1,2,358,695,10
U3352C1,0,M,33,A,30,3,0,0,1,1,0,0,0,928,0,-1,-1,1,1,-1,3,0,0,0,0,0,1,0,0,1,10,1,5,7,2,1,3148,3195,10
UCBB3CA,1,M,32,B,G,0,0,1,1,1,1,0,0,-1,0,-1,-1,1,1,-1,5,0,0,0,0,0,0,0,0,0,20,0,3,4,3,1,3437,1992,20
UDEC5EE,1,F,51,B,31,0,1,1,1,1,0,0,0,-1,0,-1,-1,1,1,-1,6,0,0,0,0,0,0,0,0,0,-1,0,0,8,3,2,5153,2426,20
UCE7BE8,0,F,41,B,G,0,0,0,0,1,0,0,0,-1,0,-1,-1,1,0,-1,-1,0,0,0,0,0,0,0,0,0,10,1,2,3,0,2,-1,98,0
U703FEB,1,F,48,~,31,0,0,0,1,1,1,0,0,-1,0,-1,-1,5,2,3,4,0,0,0,0,0,0,0,0,0,10,1,5,6,1,1,5058,4595,10
U23AE90,1,M,37,A,31,1,0,0,1,1,1,0,1,1111,0,-1,-1,1,1,-1,2,2,0,0,0,0,0,0,0,0,10,1,5,7,2,1,5025,4383,10
U79FFB5,1,M,46,B,G,5,0,1,1,1,0,0,0,-1,0,-1,-1,1,0,-1,-1,0,0,0,0,0,0,0,0,0,20,1,1,3,0,1,-1,803,0
UC44C9A,1,M,36,A,G,3,0,1,0,1,1,0,0,-1,0,-1,-1,1,1,3,3,0,0,0,0,0,0,0,0,0,20,1,4,6,2,1,4617,4960,20
U14EEF2,1,F,28,A,G,0,0,0,0,1,1,0,0,-1,0,-1,-1,1,1,3,5,0,0,0,0,0,0,0,0,0,10,1,3,5,1,1,2432,2264,10
UCAE3E0,0,M,30,B,G,3,0,0,1,1,1,0,0,-1,0,-1,2,1,1,-1,6,0,0,0,0,0,1,3,1,151,10,1,4,7,4,1,3799,987,10
U2D897A,1,F,31,A,G,0,0,0,1,0,1,0,0,1176,1,1,1,1,1,-1,2,0,0,2,0,0,0,0,0,0,10,1,1,7,1,1,294,3590,10
UAB60CD,0,M,62,B,Z,0,0,1,1,1,0,0,0,-1,0,-1,-1,1,2,2,2,0,0,0,0,0,0,0,0,0,35,1,5,7,1,2,751,3195,10
UD5B839,1,F,35,A,G,4,0,1,1,1,0,0,0,-1,0,-1,-1,1,0,-1,6,0,0,0,0,0,0,0,0,0,10,1,5,7,3,1,3860,2196,20
UD555F6,1,M,30,A,G,3,0,1,1,1,1,0,0,-1,0,-1,4,1,1,2,4,0,0,0,0,0,0,0,0,0,10,1,3,4,1,1,3223,2181,10
UF471D6,1,F,30,A,31,0,0,0,1,1,0,0,0,-1,0,-1,-1,1,2,4,6,0,0,0,0,0,0,0,0,0,20,0,3,6,3,2,3197,1900,20
UBE25FB,1,M,35,B,G,0,0,0,0,1,1,0,0,-1,0,-1,-1,1,0,-1,6,0,0,0,0,0,0,0,0,0,20,1,2,2,1,3,4115,782,10
UDE2D30,0,F,35,A,31,0,0,0,0,1,0,0,0,-1,0,-1,-1,1,0,-1,6,0,0,0,0,0,0,0,0,0,10,1,4,7,1,1,2545,2527,10
U0F0A1E,1,M,35,O,Z,0,0,0,0,0,0,0,0,-1,0,-1,-1,1,0,-1,-1,0,0,0,0,0,0,0,0,0,10,1,1,3,0,1,-1,2631,0
U0DAA0F,0,M,44,B,G,0,0,1,1,1,1,0,1,1057,0,-1,-1,7,4,5,3,4,0,0,0,0,0,0,0,0,20,1,5,5,1,2,2250,1784,20
UE52AFC,1,M,48,B,G,0,0,0,1,1,0,0,1,-1,1,1,1,1,1,2,5,0,0,0,0,0,0,0,0,0,10,0,0,4,3,1,2309,2161,20
UA13FDC,1,F,36,B,31,5,0,0,1,1,0,0,0,-1,0,-1,-1,1,0,4,6,0,0,0,0,0,0,0,0,0,20,1,3,2,1,1,2610,936,10
U7AEB97,1,M,37,A,31,0,0,0,1,1,1,0,1,112,0,-1,-1,1,1,-1,2,5,0,0,0,0,0,0,0,0,10,1,4,8,2,1,2726,2667,20
U767BA7,0,M,29,~,Z,0,0,0,1,1,0,0,0,478,0,-1,-1,1,1,-1,6,0,0,0,0,0,0,0,0,0,10,1,3,5,2,1,2271,689,10
U5A4B9B,1,M,47,B,30,0,0,0,1,1,1,0,0,1063,0,-1,-1,8,7,2,2,0,0,0,0,0,0,0,0,0,55,1,5,8,4,2,4997,4778,20
U73A55C,1,M,38,B,30,3,0,0,0,1,0,0,0,-1,0,-1,-1,1,0,-1,6,0,0,0,0,0,0,0,0,0,20,1,3,3,1,1,3087,901,10
UFCFF9D,1,M,27,A,F,2,0,1,1,1,1,0,0,-1,0,-1,3,1,0,-1,6,0,0,0,0,0,0,0,0,0,20,1,5,7,1,2,2446,2208,20
U366C3D,1,M,46,B,31,1,0,0,1,0,1,0,0,-1,0,-1,-1,1,1,3,3,0,0,0,0,0,0,0,0,0,10,1,4,6,1,1,3417,3621,10
UFE968F,1,F,50,B,30,1,0,1,1,1,1,0,0,-1,0,-1,-1,1,1,-1,2,0,0,0,0,0,0,0,0,0,10,1,5,7,2,2,3774,2021,10
U24E0E3,1,M,36,B,Z,0,0,0,1,1,0,0,0,490,0,-1,-1,1,1,-1,5,0,0,0,0,0,0,0,0,0,20,1,2,1,1,2,585,243,10
U0B75F4,1,F,33,B,Z,1,0,0,1,1,0,0,1,57,1,1,1,1,1,-1,5,2,0,0,0,0,0,0,0,0,10,0,3,3,1,1,70,1143,10
U1A6829,0,M,33,B,G,0,0,1,0,1,0,0,0,-1,0,-1,-1,1,0,-1,6,0,0,0,0,0,0,0,0,0,10,0,0,5,1,1,4533,1829,10
U9AABC6,1,M,34,A,31,0,0,0,1,1,0,0,0,-1,0,-1,-1,1,1,3,6,0,0,0,0,0,0,0,0,0,10,1,3,3,1,1,4505,4505,10
U9CDB3E,1,M,29,A,G,0,0,0,1,1,1,0,1,1218,0,-1,-1,7,3,2,2,4,0,0,0,0,0,0,0,0,10,1,5,7,2,1,2551,2349,20
UBFDFC0,1,M,51,B,Z,5,0,1,0,0,0,0,0,-1,0,-1,-1,1,0,3,6,0,0,0,0,0,0,0,0,0,10,0,0,8,1,1,1824,1819,10
UD21864,1,M,36,B,31,0,0,0,1,0,0,0,0,-1,0,-1,-1,1,0,2,6,0,0,0,0,0,0,0,0,0,10,0,0,8,1,1,2233,2197,10
UDB487E,0,M,38,B,C,3,0,1,1,0,1,0,0,614,0,-1,-1,1,1,-1,6,0,0,0,0,0,0,0,0,0,20,1,3,4,2,1,3085,2952,20
U4AA70A,1,M,30,A,G,2,1,1,1,1,1,0,0,1169,0,-1,-1,1,2,3,4,0,0,0,0,0,1,5,1,31,10,1,4,3,5,1,2534,530,10
U65FDE9,1,M,36,A,G,0,0,0,1,1,0,0,1,1200,1,1,2,1,1,-1,2,4,0,8,0,0,0,0,0,0,35,1,5,7,1,2,2945,2922,10
UB76959,1,F,30,A,G,0,0,0,1,1,1,0,0,-1,0,-1,-1,1,0,-1,-1,0,0,0,0,0,0,0,0,0,10,1,4,7,0,1,-1,1600,0
U369C8C,1,M,39,B,30,0,0,1,1,1,1,0,0,-1,0,-1,-1,1,0,3,6,0,0,0,0,0,0,0,0,0,20,1,5,7,2,3,4234,4108,10
UF520C0,1,M,45,A,31,2,0,1,0,1,1,0,0,-1,0,-1,-1,1,0,8,-1,0,0,0,0,0,0,0,0,0,30,1,4,7,0,1,-1,4078,0
